MES;DIA;HORA;PROVINCIA;CANTÓN;ZONA;NUM_FALLECIDO;NUM_LESIONADO;TOTAL_VICTIMAS;CLASE;CAUSA
ENERO;SÁBADO;07:00 A 07:59;MANABÍ;PORTOVIEJO;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;07:00 A 07:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA
ENERO;SÁBADO;07:00 A 07:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
ENERO;SÁBADO;07:00 A 07:59;GUAYAS;MILAGRO;URBANA;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;07:00 A 07:59;EL ORO;PASAJE;URBANA;1;0;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;07:00 A 07:59;IMBABURA;IBARRA;RURAL;0;0;0;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
ENERO;SÁBADO;08:00 A 08:59;AZUAY;CUENCA;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;08:00 A 08:59;MANABÍ;BOLIVAR (MANABI);RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;08:00 A 08:59;SANTA ELENA;SANTA ELENA;RURAL;0;3;3;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;08:00 A 08:59;SANTA ELENA;SANTA ELENA;RURAL;0;3;3;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;08:00 A 08:59;PICHINCHA;QUITO;RURAL;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;SÁBADO;08:00 A 08:59;BOLÍVAR;GUARANDA;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;09:00 A 09:59;GUAYAS;PEDRO CARBO;RURAL;1;4;5;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;09:00 A 09:59;LOS RÍOS;BUENA FE;URBANA;2;0;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;09:00 A 09:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;10:00 A 10:59;GUAYAS;SAMBORONDON;RURAL;1;1;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
