MES;DIA;HORA;PROVINCIA;CANTÓN;ZONA;NUM_FALLECIDO;NUM_LESIONADO;TOTAL_VICTIMAS;CLASE;CAUSA
MARZO;JUEVES;13:00 A 13:59;PICHINCHA;QUITO;URBANA;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;JUEVES;13:00 A 13:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;0;0;0;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
MARZO;JUEVES;13:00 A 13:59;GUAYAS;DURAN;RURAL;0;1;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;JUEVES;13:00 A 13:59;EL ORO;ARENILLAS;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;JUEVES;14:00 A 14:59;GUAYAS;GUAYAQUIL;URBANA;0;2;2;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
MARZO;JUEVES;14:00 A 14:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;JUEVES;14:00 A 14:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;CHOQUES;EXCESO VELOCIDAD
MARZO;JUEVES;15:00 A 15:59;AZUAY;CUENCA;RURAL;0;2;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;JUEVES;15:00 A 15:59;LOS RÍOS;PUEBLOVIEJO;RURAL;0;3;3;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;JUEVES;15:00 A 15:59;PICHINCHA;QUITO;URBANA;0;1;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
MARZO;JUEVES;16:00 A 16:59;EL ORO;MACHALA;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;JUEVES;16:00 A 16:59;GUAYAS;SAN JACINTO DE YAGUACHI;RURAL;0;0;0;OTROS;OTRAS CAUSAS
MARZO;JUEVES;16:00 A 16:59;GUAYAS;GUAYAQUIL;URBANA;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;JUEVES;16:00 A 16:59;CHIMBORAZO;CHAMBO;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;JUEVES;18:00 A 18:59;MANABÍ;PORTOVIEJO;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;JUEVES;18:00 A 18:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;JUEVES;20:00 A 20:59;PICHINCHA;QUITO;URBANA;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
MARZO;JUEVES;20:00 A 20:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;ESTRELLAMIENTOS;EXCESO VELOCIDAD
MARZO;JUEVES;20:00 A 20:59;MANABÍ;JARAMIJO;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;JUEVES;20:00 A 20:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;CHOQUES;EMBRIAGUEZ O DROGA
MARZO;JUEVES;21:00 A 21:59;PICHINCHA;QUITO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;JUEVES;21:00 A 21:59;PICHINCHA;QUITO;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
MARZO;JUEVES;22:00 A 22:59;MANABÍ;PORTOVIEJO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;JUEVES;22:00 A 22:59;LOJA;LOJA;URBANA;0;3;3;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;JUEVES;23:00 A 23:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;00:00 A 00:59;PICHINCHA;QUITO;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;00:00 A 00:59;GUAYAS;DAULE;URBANA;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;01:00 A 01:59;AZUAY;CAMILO PONCE ENRIQUEZ;RURAL;1;1;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;VIERNES;01:00 A 01:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
MARZO;VIERNES;01:00 A 01:59;ZAMORA CHINCHIPE;ZAMORA;RURAL;0;2;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;02:00 A 02:59;PICHINCHA;QUITO;URBANA;0;2;2;OTROS;EMBRIAGUEZ O DROGA
MARZO;VIERNES;02:00 A 02:59;PICHINCHA;QUITO;RURAL;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
MARZO;VIERNES;03:00 A 03:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;VIERNES;04:00 A 04:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA
MARZO;VIERNES;04:00 A 04:59;AZUAY;CUENCA;URBANA;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;04:00 A 04:59;LOS RÍOS;BABAHOYO;RURAL;1;0;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;05:00 A 05:59;GUAYAS;DURAN;URBANA;1;0;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;06:00 A 06:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
MARZO;VIERNES;06:00 A 06:59;LOS RÍOS;BUENA FE;RURAL;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;VIERNES;07:00 A 07:59;PICHINCHA;QUITO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;VIERNES;08:00 A 08:59;AZUAY;CUENCA;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;08:00 A 08:59;MORONA SANTIAGO;MORONA;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;09:00 A 09:59;GUAYAS;PEDRO CARBO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;VIERNES;09:00 A 09:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;0;1;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;09:00 A 09:59;GUAYAS;EL EMPALME;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;10:00 A 10:59;PICHINCHA;MEJIA;RURAL;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
MARZO;VIERNES;10:00 A 10:59;BOLÍVAR;GUARANDA;RURAL;2;1;3;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;10:00 A 10:59;GUAYAS;NARANJAL;RURAL;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;10:00 A 10:59;EL ORO;MACHALA;RURAL;0;1;1;OTROS;OTRAS CAUSAS
MARZO;VIERNES;11:00 A 11:59;MANABÍ;MONTECRISTI;RURAL;0;1;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;11:00 A 11:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;CHOQUES;EXCESO VELOCIDAD
MARZO;VIERNES;11:00 A 11:59;PICHINCHA;QUITO;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;VIERNES;12:00 A 12:59;SANTA ELENA;LA LIBERTAD;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;VIERNES;12:00 A 12:59;EL ORO;EL GUABO;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;VIERNES;13:00 A 13:59;SANTA ELENA;SALINAS;URBANA;0;3;3;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;VIERNES;13:00 A 13:59;TUNGURAHUA;AMBATO;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;13:00 A 13:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;13:00 A 13:59;GUAYAS;DAULE;URBANA;0;1;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;14:00 A 14:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;0;0;0;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;15:00 A 15:59;MANABÍ;ROCAFUERTE;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;15:00 A 15:59;AZUAY;CUENCA;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;15:00 A 15:59;LOS RÍOS;VENTANAS;RURAL;1;0;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;15:00 A 15:59;GUAYAS;PALESTINA;RURAL;1;0;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;VIERNES;15:00 A 15:59;LOS RÍOS;QUEVEDO;URBANA;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;VIERNES;15:00 A 15:59;PICHINCHA;QUITO;URBANA;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;15:00 A 15:59;GUAYAS;MILAGRO;URBANA;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;VIERNES;16:00 A 16:59;AZUAY;CUENCA;URBANA;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;16:00 A 16:59;AZUAY;CUENCA;URBANA;0;1;1;ATROPELLOS;EMBRIAGUEZ O DROGA
MARZO;VIERNES;16:00 A 16:59;GUAYAS;DURAN;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;16:00 A 16:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;VIERNES;16:00 A 16:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;CHOQUES;EXCESO VELOCIDAD
MARZO;VIERNES;17:00 A 17:59;ESMERALDAS;ESMERALDAS;RURAL;0;0;0;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
MARZO;VIERNES;17:00 A 17:59;AZUAY;CUENCA;URBANA;0;2;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;17:00 A 17:59;COTOPAXI;LATACUNGA;RURAL;3;1;4;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;18:00 A 18:59;PICHINCHA;QUITO;RURAL;0;0;0;PÉRDIDA DE PISTA;FACTORES CLIMÁTICOS
MARZO;VIERNES;18:00 A 18:59;PICHINCHA;QUITO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;VIERNES;18:00 A 18:59;LOJA;LOJA;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;VIERNES;18:00 A 18:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;19:00 A 19:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;1;1;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
MARZO;VIERNES;19:00 A 19:59;LOJA;LOJA;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;19:00 A 19:59;MANABÍ;MANTA;URBANA;0;1;1;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
MARZO;VIERNES;20:00 A 20:59;MANABÍ;SUCRE;RURAL;0;2;2;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;20:00 A 20:59;PICHINCHA;MEJIA;RURAL;0;1;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
MARZO;VIERNES;20:00 A 20:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;CHOQUES;EMBRIAGUEZ O DROGA
MARZO;VIERNES;20:00 A 20:59;LOS RÍOS;VENTANAS;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;VIERNES;20:00 A 20:59;TUNGURAHUA;AMBATO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;20:00 A 20:59;CHIMBORAZO;GUANO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;21:00 A 21:59;CHIMBORAZO;GUANO;RURAL;0;2;2;CHOQUES;EMBRIAGUEZ O DROGA
MARZO;VIERNES;21:00 A 21:59;LOJA;LOJA;URBANA;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
MARZO;VIERNES;21:00 A 21:59;LOS RÍOS;BUENA FE;RURAL;1;0;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;21:00 A 21:59;PICHINCHA;QUITO;URBANA;0;1;1;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
MARZO;VIERNES;21:00 A 21:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;0;2;2;ATROPELLOS;EMBRIAGUEZ O DROGA
MARZO;VIERNES;21:00 A 21:59;EL ORO;MACHALA;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;21:00 A 21:59;IMBABURA;IBARRA;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;VIERNES;22:00 A 22:59;GUAYAS;GUAYAQUIL;RURAL;0;3;3;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;VIERNES;22:00 A 22:59;LOJA;LOJA;URBANA;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
MARZO;VIERNES;23:00 A 23:59;AZUAY;CUENCA;RURAL;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;VIERNES;23:00 A 23:59;AZUAY;CUENCA;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;00:00 A 00:59;PICHINCHA;QUITO;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
MARZO;SÁBADO;00:00 A 00:59;LOS RÍOS;BABAHOYO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;SÁBADO;00:00 A 00:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
MARZO;SÁBADO;00:00 A 00:59;MANABÍ;PORTOVIEJO;URBANA;0;0;0;ROZAMIENTOS;MAL REBASAMIENTO INVADIR CARRIL
MARZO;SÁBADO;01:00 A 01:59;ZAMORA CHINCHIPE;YANTZAZA;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;01:00 A 01:59;GUAYAS;GUAYAQUIL;URBANA;1;0;1;CHOQUES;EMBRIAGUEZ O DROGA
MARZO;SÁBADO;01:00 A 01:59;MANABÍ;MONTECRISTI;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;01:00 A 01:59;GUAYAS;DAULE;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;02:00 A 02:59;ESMERALDAS;ESMERALDAS;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;SÁBADO;02:00 A 02:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;0;0;OTROS;OTRAS CAUSAS
MARZO;SÁBADO;03:00 A 03:59;GUAYAS;DAULE;RURAL;1;1;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;SÁBADO;03:00 A 03:59;PICHINCHA;QUITO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;SÁBADO;03:00 A 03:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;2;2;4;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
MARZO;SÁBADO;03:00 A 03:59;AZUAY;CUENCA;URBANA;0;0;0;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA
MARZO;SÁBADO;03:00 A 03:59;PICHINCHA;QUITO;RURAL;0;1;1;CHOQUES;EMBRIAGUEZ O DROGA
MARZO;SÁBADO;03:00 A 03:59;AZUAY;CUENCA;RURAL;0;0;0;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
MARZO;SÁBADO;04:00 A 04:59;PICHINCHA;QUITO;URBANA;0;0;0;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
MARZO;SÁBADO;04:00 A 04:59;PICHINCHA;QUITO;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
MARZO;SÁBADO;04:00 A 04:59;MORONA SANTIAGO;MORONA;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;04:00 A 04:59;CHIMBORAZO;GUANO;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;04:00 A 04:59;PICHINCHA;MEJIA;RURAL;1;0;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;04:00 A 04:59;TUNGURAHUA;AMBATO;URBANA;0;0;0;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
MARZO;SÁBADO;05:00 A 05:59;TUNGURAHUA;AMBATO;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;SÁBADO;05:00 A 05:59;GUAYAS;SAMBORONDON;URBANA;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;05:00 A 05:59;GUAYAS;NARANJAL;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;07:00 A 07:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;07:00 A 07:59;CAÑAR;CAÑAR;RURAL;5;1;6;ESTRELLAMIENTOS;EXCESO VELOCIDAD
MARZO;SÁBADO;07:00 A 07:59;MANABÍ;CHONE;RURAL;0;3;3;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;SÁBADO;07:00 A 07:59;GUAYAS;DURAN;URBANA;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;07:00 A 07:59;PICHINCHA;QUITO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;SÁBADO;08:00 A 08:59;TUNGURAHUA;AMBATO;URBANA;0;1;1;ATROPELLOS;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;SÁBADO;08:00 A 08:59;PICHINCHA;QUITO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;SÁBADO;08:00 A 08:59;TUNGURAHUA;TISALEO;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;08:00 A 08:59;PICHINCHA;QUITO;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;SÁBADO;09:00 A 09:59;MANABÍ;MANTA;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;09:00 A 09:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;SÁBADO;09:00 A 09:59;TUNGURAHUA;BAÑOS DE AGUA SANTA;RURAL;1;0;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;09:00 A 09:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
MARZO;SÁBADO;10:00 A 10:59;LOS RÍOS;QUEVEDO;RURAL;0;2;2;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;10:00 A 10:59;ESMERALDAS;SAN LORENZO;RURAL;1;0;1;ROZAMIENTOS;MAL ESTADO DE LA VÍA
MARZO;SÁBADO;10:00 A 10:59;MANABÍ;MONTECRISTI;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;10:00 A 10:59;GUAYAS;MILAGRO;RURAL;1;1;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;SÁBADO;10:00 A 10:59;PICHINCHA;PEDRO MONCAYO;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;10:00 A 10:59;LOS RÍOS;QUEVEDO;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;SÁBADO;10:00 A 10:59;MANABÍ;MANTA;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;11:00 A 11:59;PICHINCHA;QUITO;URBANA;0;1;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
MARZO;SÁBADO;13:00 A 13:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;CHOQUES;EXCESO VELOCIDAD
MARZO;SÁBADO;13:00 A 13:59;AZUAY;CUENCA;URBANA;0;1;1;CHOQUES;EMBRIAGUEZ O DROGA
MARZO;SÁBADO;13:00 A 13:59;TUNGURAHUA;AMBATO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;SÁBADO;13:00 A 13:59;EL ORO;PIÑAS;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;13:00 A 13:59;PICHINCHA;QUITO;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;SÁBADO;13:00 A 13:59;PASTAZA;SANTA CLARA;RURAL;0;0;0;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS
MARZO;SÁBADO;14:00 A 14:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
MARZO;SÁBADO;14:00 A 14:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;OTROS;EXCESO VELOCIDAD
MARZO;SÁBADO;14:00 A 14:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;0;1;1;PÉRDIDA DE PISTA;OTRAS CAUSAS
MARZO;SÁBADO;15:00 A 15:59;GUAYAS;DURAN;URBANA;0;1;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;15:00 A 15:59;MANABÍ;PORTOVIEJO;URBANA;0;3;3;OTROS;OTRAS CAUSAS
MARZO;SÁBADO;16:00 A 16:59;EL ORO;MACHALA;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;16:00 A 16:59;LOJA;CHAGUARPAMBA;RURAL;0;3;3;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;16:00 A 16:59;MANABÍ;PORTOVIEJO;URBANA;0;1;1;ROZAMIENTOS;MAL REBASAMIENTO INVADIR CARRIL
MARZO;SÁBADO;16:00 A 16:59;GUAYAS;PLAYAS;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;16:00 A 16:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;17:00 A 17:59;SANTA ELENA;LA LIBERTAD;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;17:00 A 17:59;AZUAY;CUENCA;RURAL;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
MARZO;SÁBADO;17:00 A 17:59;LOJA;LOJA;URBANA;0;1;1;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
MARZO;SÁBADO;17:00 A 17:59;GUAYAS;NOBOL;RURAL;0;4;4;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MARZO;SÁBADO;17:00 A 17:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MARZO;SÁBADO;18:00 A 18:59;LOS RÍOS;BUENA FE;RURAL;0;2;2;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
