MES;DIA;PROVINCIA;CANTÓN;ENTCONTROL;FERIADO;ZONA;NUM_FALLECIDO;NUM_LESIONADO;TOTAL_VICTIMAS;CLASE;CAUSA
MAYO;JUEVES;PICHINCHA;QUITO;DMQ;NO;URBANA;1;1;2;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
MAYO;JUEVES;PICHINCHA;RUMIÑAHUI;PNE;NO;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;JUEVES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
MAYO;JUEVES;LOS RÍOS;QUEVEDO;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;1;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;JUEVES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;2;2;ATROPELLOS;EXCESO VELOCIDAD
MAYO;JUEVES;AZUAY;CUENCA;MCU;NO;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;JUEVES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;1;1;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
MAYO;JUEVES;PICHINCHA;MEJIA;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;1;1;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
MAYO;JUEVES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;JUEVES;LOJA;LOJA;MLO;NO;URBANA;0;0;0;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
MAYO;JUEVES;AZUAY;CUENCA;MCU;NO;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;JUEVES;AZUAY;CUENCA;MCU;NO;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;JUEVES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;JUEVES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
MAYO;JUEVES;SANTA ELENA;LA LIBERTAD;Comisión de Tránsito del Ecuador - CTE;NO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;JUEVES;GUAYAS;SALITRE;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;1;1;ATROPELLOS;OTRAS CAUSAS
MAYO;JUEVES;EL ORO;MACHALA;MMC;NO;URBANA;0;2;2;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;JUEVES;GUAYAS;DURAN;Comisión de Tránsito del Ecuador - CTE;NO;URBANA;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
MAYO;JUEVES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
MAYO;JUEVES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;1;0;1;ATROPELLOS;EMBRIAGUEZ O DROGA
MAYO;JUEVES;TUNGURAHUA;AMBATO;MAM;NO;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;JUEVES;LOS RÍOS;VINCES;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;JUEVES;GUAYAS;MILAGRO;Comisión de Tránsito del Ecuador - CTE;NO;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;JUEVES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
MAYO;JUEVES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;1;1;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
MAYO;JUEVES;LOJA;LOJA;MLO;NO;URBANA;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;MANABÍ;PORTOVIEJO;MPO;NO;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;VIERNES;PICHINCHA;QUITO;DMQ;NO;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;GUAYAS;DAULE;Comisión de Tránsito del Ecuador - CTE;NO;URBANA;0;2;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;VIERNES;GUAYAS;DAULE;Comisión de Tránsito del Ecuador - CTE;NO;URBANA;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;0;0;CHOQUES;EXCESO VELOCIDAD
MAYO;VIERNES;GUAYAS;ALFREDO BAQUERIZO MORENO;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;EL ORO;MACHALA;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;GUAYAS;DAULE;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;GUAYAS;SAMBORONDON;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;1;1;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;PICHINCHA;QUITO;DMQ;NO;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
MAYO;VIERNES;GUAYAS;SAN JACINTO DE YAGUACHI;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
MAYO;VIERNES;AZUAY;SANTA ISABEL;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;LOS RÍOS;MATILDE ESTHER;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;3;3;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;VIERNES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;1;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;PICHINCHA;QUITO;DMQ;NO;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;CAÑAR;AZOGUES;PNE;NO;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
MAYO;VIERNES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;1;1;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
MAYO;VIERNES;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;MSD;NO;URBANA;0;1;1;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
MAYO;VIERNES;PICHINCHA;PEDRO MONCAYO;PNE;NO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
MAYO;VIERNES;MANABÍ;MANTA;MMA;NO;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;GUAYAS;DAULE;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;GUAYAS;BALZAR;Comisión de Tránsito del Ecuador - CTE;NO;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;PICHINCHA;QUITO;DMQ;NO;URBANA;1;0;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
MAYO;VIERNES;LOS RÍOS;QUEVEDO;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;2;2;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;CHIMBORAZO;COLTA;PNE;NO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;MANABÍ;BOLIVAR (MANABI);PNE;NO;URBANA;0;1;1;ATROPELLOS;OTRAS CAUSAS
MAYO;VIERNES;LOJA;LOJA;MLO;NO;URBANA;0;0;0;OTROS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;SANTA ELENA;SANTA ELENA;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;1;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
MAYO;VIERNES;PICHINCHA;QUITO;DMQ;NO;URBANA;0;0;0;CHOQUES;EXCESO VELOCIDAD
MAYO;VIERNES;GUAYAS;BALZAR;Comisión de Tránsito del Ecuador - CTE;NO;URBANA;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;VIERNES;GUAYAS;DAULE;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;PICHINCHA;QUITO;DMQ;NO;RURAL;0;0;0;OTROS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;LOS RÍOS;BABAHOYO;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;MANABÍ;SAN VICENTE;PNE;NO;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;VIERNES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
MAYO;VIERNES;COTOPAXI;LATACUNGA;PNE;NO;RURAL;1;0;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;LOS RÍOS;QUEVEDO;Comisión de Tránsito del Ecuador - CTE;NO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;VIERNES;EL ORO;ARENILLAS;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;MANABÍ;JIPIJAPA;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;1;1;2;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
MAYO;VIERNES;AZUAY;CUENCA;MCU;NO;URBANA;0;0;0;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
MAYO;VIERNES;AZUAY;CUENCA;MCU;NO;URBANA;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
MAYO;VIERNES;ORELLANA;LORETO;PNE;NO;RURAL;1;0;1;ATROPELLOS;MAL ESTADO DE LA VÍA
MAYO;VIERNES;GUAYAS;EL EMPALME;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;LOS RÍOS;VENTANAS;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;1;0;1;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
MAYO;VIERNES;TUNGURAHUA;AMBATO;PNE;NO;RURAL;0;1;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;AZUAY;CUENCA;MCU;NO;URBANA;0;0;0;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA
MAYO;VIERNES;TUNGURAHUA;SAN PEDRO DE PELILEO;PNE;NO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;GUAYAS;DAULE;Comisión de Tránsito del Ecuador - CTE;NO;URBANA;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;EL ORO;MACHALA;MMC;NO;URBANA;0;1;1;ROZAMIENTOS;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;VIERNES;LOS RÍOS;PUEBLOVIEJO;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;1;1;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
MAYO;VIERNES;PICHINCHA;QUITO;DMQ;NO;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
MAYO;VIERNES;MANABÍ;MANTA;MMA;NO;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;PICHINCHA;MEJIA;PNE;NO;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;TUNGURAHUA;AMBATO;MAM;NO;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;VIERNES;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;MSD;NO;URBANA;0;1;1;ESTRELLAMIENTOS;EXCESO VELOCIDAD
MAYO;VIERNES;SANTA ELENA;LA LIBERTAD;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;VIERNES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;1;1;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA
MAYO;SÁBADO;AZUAY;CUENCA;MCU;NO;URBANA;0;1;1;CHOQUES;EMBRIAGUEZ O DROGA
MAYO;SÁBADO;PICHINCHA;QUITO;DMQ;NO;URBANA;0;0;0;ESTRELLAMIENTOS;DAÑOS MECÁNICOS
MAYO;SÁBADO;CAÑAR;AZOGUES;PNE;NO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;SÁBADO;PICHINCHA;QUITO;DMQ;NO;URBANA;0;0;0;ESTRELLAMIENTOS;DAÑOS MECÁNICOS
MAYO;SÁBADO;PICHINCHA;QUITO;DMQ;NO;URBANA;0;0;0;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
MAYO;SÁBADO;CHIMBORAZO;GUANO;PNE;NO;RURAL;1;0;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;SÁBADO;CARCHI;TULCAN;PNE;NO;URBANA;0;1;1;CHOQUES;EMBRIAGUEZ O DROGA
MAYO;SÁBADO;IMBABURA;OTAVALO;MEP;NO;URBANA;0;0;0;ESTRELLAMIENTOS;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;SÁBADO;MANABÍ;PORTOVIEJO;MPO;NO;URBANA;0;3;3;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
MAYO;SÁBADO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;0;0;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
MAYO;SÁBADO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;2;2;CHOQUES;EMBRIAGUEZ O DROGA
MAYO;SÁBADO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;MSD;NO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;SÁBADO;MANABÍ;PORTOVIEJO;MPO;NO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;SÁBADO;MANABÍ;PORTOVIEJO;MPO;NO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;SÁBADO;GUAYAS;SAMBORONDON;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;1;1;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;SÁBADO;PICHINCHA;QUITO;DMQ;NO;RURAL;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
MAYO;SÁBADO;LOJA;LOJA;MLO;NO;URBANA;0;0;0;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS
MAYO;SÁBADO;LOJA;LOJA;MLO;NO;URBANA;0;0;0;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
MAYO;SÁBADO;TUNGURAHUA;AMBATO;MAM;NO;URBANA;0;0;0;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
MAYO;SÁBADO;AZUAY;CUENCA;MCU;NO;RURAL;0;0;0;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
MAYO;SÁBADO;EL ORO;MACHALA;MMC;NO;URBANA;0;1;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;SÁBADO;PICHINCHA;QUITO;PNE;NO;RURAL;0;3;3;PÉRDIDA DE PISTA;FACTORES CLIMÁTICOS
MAYO;SÁBADO;PICHINCHA;CAYAMBE;PNE;NO;RURAL;1;1;2;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
MAYO;SÁBADO;GUAYAS;NOBOL;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;0;0;ROZAMIENTOS;MAL REBASAMIENTO INVADIR CARRIL
MAYO;SÁBADO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;2;2;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
MAYO;SÁBADO;TUNGURAHUA;AMBATO;PNE;NO;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;SÁBADO;COTOPAXI;LATACUNGA;PNE;NO;RURAL;0;3;3;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;SÁBADO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;MSD;NO;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
MAYO;SÁBADO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;0;0;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
MAYO;SÁBADO;PICHINCHA;RUMIÑAHUI;PNE;NO;URBANA;0;1;1;CHOQUES;EMBRIAGUEZ O DROGA
MAYO;SÁBADO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;SÁBADO;EL ORO;MACHALA;MMC;NO;URBANA;0;2;2;ROZAMIENTOS;EXCESO VELOCIDAD
MAYO;SÁBADO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;1;0;1;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
MAYO;SÁBADO;PICHINCHA;QUITO;DMQ;NO;RURAL;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
MAYO;SÁBADO;ESMERALDAS;ESMERALDAS;MES;NO;URBANA;1;0;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;SÁBADO;PICHINCHA;QUITO;DMQ;NO;URBANA;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
MAYO;SÁBADO;PICHINCHA;QUITO;PNE;NO;RURAL;0;1;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;SÁBADO;PICHINCHA;QUITO;DMQ;NO;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;SÁBADO;GUAYAS;GUAYAQUIL;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;2;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;SÁBADO;EL ORO;MACHALA;MMC;NO;URBANA;0;1;1;CHOQUES;EMBRIAGUEZ O DROGA
MAYO;SÁBADO;PICHINCHA;QUITO;DMQ;NO;URBANA;0;1;1;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
MAYO;SÁBADO;GUAYAS;EL EMPALME;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;0;0;ROZAMIENTOS;MAL REBASAMIENTO INVADIR CARRIL
MAYO;SÁBADO;MANABÍ;MANTA;MMA;NO;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;SÁBADO;PICHINCHA;QUITO;DMQ;NO;RURAL;0;0;0;CHOQUES;FACTORES CLIMÁTICOS
MAYO;SÁBADO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
MAYO;SÁBADO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;SÁBADO;LOJA;LOJA;MLO;NO;URBANA;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;SÁBADO;PICHINCHA;QUITO;DMQ;NO;URBANA;0;1;1;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
MAYO;SÁBADO;AZUAY;CUENCA;MCU;NO;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;SÁBADO;SANTA ELENA;SANTA ELENA;Comisión de Tránsito del Ecuador - CTE;NO;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;SÁBADO;TUNGURAHUA;AMBATO;PNE;NO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;SÁBADO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;0;0;VOLCAMIENTOS;EXCESO VELOCIDAD
MAYO;SÁBADO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;SÁBADO;PICHINCHA;QUITO;DMQ;NO;RURAL;0;0;0;OTROS;EMBRIAGUEZ O DROGA
MAYO;SÁBADO;AZUAY;GIRON;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;SÁBADO;PICHINCHA;QUITO;DMQ;NO;URBANA;0;2;2;ATROPELLOS;EMBRIAGUEZ O DROGA
MAYO;SÁBADO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;2;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;SÁBADO;EL ORO;EL GUABO;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;1;1;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
MAYO;SÁBADO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
MAYO;SÁBADO;MANABÍ;CHONE;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;SÁBADO;CHIMBORAZO;GUANO;PNE;NO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;SÁBADO;LOJA;LOJA;MLO;NO;RURAL;0;1;1;CHOQUES;EXCESO VELOCIDAD
MAYO;SÁBADO;AZUAY;CUENCA;MCU;NO;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;SÁBADO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
MAYO;SÁBADO;TUNGURAHUA;SAN PEDRO DE PELILEO;PNE;NO;RURAL;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;SÁBADO;AZUAY;CUENCA;MCU;NO;URBANA;0;1;1;CHOQUES;EMBRIAGUEZ O DROGA
MAYO;SÁBADO;TUNGURAHUA;AMBATO;MAM;NO;URBANA;0;2;2;CHOQUES;EXCESO VELOCIDAD
MAYO;SÁBADO;GUAYAS;MILAGRO;Comisión de Tránsito del Ecuador - CTE;NO;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;SÁBADO;GUAYAS;DAULE;Comisión de Tránsito del Ecuador - CTE;NO;URBANA;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
MAYO;SÁBADO;PICHINCHA;QUITO;DMQ;NO;URBANA;0;1;1;OTROS;FACTORES CLIMÁTICOS
MAYO;SÁBADO;PICHINCHA;QUITO;DMQ;NO;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;SÁBADO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;NO;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
MAYO;SÁBADO;PICHINCHA;QUITO;DMQ;NO;URBANA;0;0;0;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS
MAYO;SÁBADO;GUAYAS;PLAYAS;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
MAYO;SÁBADO;GUAYAS;GUAYAQUIL;Comisión de Tránsito del Ecuador - CTE;NO;RURAL;0;3;3;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
