PROVINCIA;CANTÓN;MES;DIA;HORA;CLASE;CAUSA;ZONA;NUM_FALLECIDO;NUM_LESIONADO;TOTAL_VICTIMAS
SANTA ELENA;LA LIBERTAD;ENERO;DOMINGO;00:00 A 00:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;1;1
AZUAY;CUENCA;ENERO;DOMINGO;00:00 A 00:59;PÉRDIDA DE PISTA;EXCESO VELOCIDAD;URBANA;0;1;1
GUAYAS;BALZAR;ENERO;DOMINGO;00:00 A 00:59;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
PICHINCHA;QUITO;ENERO;DOMINGO;00:00 A 00:59;CHOQUES;FACTORES CLIMÁTICOS;URBANA;0;0;0
TUNGURAHUA;AMBATO;ENERO;DOMINGO;00:00 A 00:59;ATROPELLOS;EXCESO VELOCIDAD;URBANA;1;0;1
SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;ENERO;DOMINGO;00:00 A 00:59;ATROPELLOS;EMBRIAGUEZ O DROGA;URBANA;0;2;2
TUNGURAHUA;AMBATO;ENERO;DOMINGO;00:00 A 00:59;ATROPELLOS;EXCESO VELOCIDAD;URBANA;0;3;3
PICHINCHA;QUITO;ENERO;DOMINGO;00:00 A 00:59;ATROPELLOS;EMBRIAGUEZ O DROGA;RURAL;0;6;6
TUNGURAHUA;AMBATO;ENERO;DOMINGO;01:00 A 01:59;ATROPELLOS;EXCESO VELOCIDAD;RURAL;1;0;1
MANABÍ;JUNIN;ENERO;DOMINGO;01:00 A 01:59;ESTRELLAMIENTOS;EXCESO VELOCIDAD;RURAL;1;0;1
LOS RÍOS;QUEVEDO;ENERO;DOMINGO;02:00 A 02:59;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
GUAYAS;GUAYAQUIL;ENERO;DOMINGO;03:00 A 03:59;CHOQUES;EXCESO VELOCIDAD;URBANA;0;1;1
MANABÍ;PORTOVIEJO;ENERO;DOMINGO;03:00 A 03:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;0;0
PICHINCHA;QUITO;ENERO;DOMINGO;03:00 A 03:59;ESTRELLAMIENTOS;EXCESO VELOCIDAD;RURAL;0;0;0
PICHINCHA;QUITO;ENERO;DOMINGO;04:00 A 04:59;CHOQUES;EMBRIAGUEZ O DROGA;URBANA;0;3;3
MANABÍ;MANTA;ENERO;DOMINGO;04:00 A 04:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
GUAYAS;NARANJAL;ENERO;DOMINGO;05:00 A 05:59;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
PICHINCHA;MEJIA;ENERO;DOMINGO;05:00 A 05:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
GUAYAS;NARANJAL;ENERO;DOMINGO;05:00 A 05:59;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN;RURAL;0;2;2
CHIMBORAZO;RIOBAMBA;ENERO;DOMINGO;05:00 A 05:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;0;0
LOS RÍOS;BUENA FE;ENERO;DOMINGO;05:00 A 05:59;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
CHIMBORAZO;RIOBAMBA;ENERO;DOMINGO;05:00 A 05:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;3;3
GUAYAS;GUAYAQUIL;ENERO;DOMINGO;05:00 A 05:59;PÉRDIDA DE PISTA;EXCESO VELOCIDAD;URBANA;0;1;1
MANABÍ;MANTA;ENERO;DOMINGO;06:00 A 06:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
COTOPAXI;LA MANA;ENERO;DOMINGO;06:00 A 06:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;ENERO;DOMINGO;06:00 A 06:59;PÉRDIDA DE PISTA;FACTORES CLIMÁTICOS;URBANA;0;1;1
PICHINCHA;QUITO;ENERO;DOMINGO;06:00 A 06:59;ESTRELLAMIENTOS;EXCESO VELOCIDAD;URBANA;0;0;0
PICHINCHA;QUITO;ENERO;DOMINGO;06:00 A 06:59;ESTRELLAMIENTOS;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;0;0
SANTA ELENA;SANTA ELENA;ENERO;DOMINGO;06:00 A 06:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;3;3
SANTA ELENA;SALINAS;ENERO;DOMINGO;06:00 A 06:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
ORELLANA;LA JOYA DE LOS SACHAS;ENERO;DOMINGO;06:00 A 06:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;ENERO;DOMINGO;07:00 A 07:59;CHOQUES;EMBRIAGUEZ O DROGA;URBANA;0;3;3
TUNGURAHUA;AMBATO;ENERO;DOMINGO;07:00 A 07:59;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA;URBANA;0;0;0
GUAYAS;GUAYAQUIL;ENERO;DOMINGO;07:00 A 07:59;PÉRDIDA DE PISTA;EXCESO VELOCIDAD;URBANA;0;0;0
GUAYAS;GUAYAQUIL;ENERO;DOMINGO;07:00 A 07:59;PÉRDIDA DE PISTA;EXCESO VELOCIDAD;URBANA;0;0;0
GUAYAS;SAN JACINTO DE YAGUACHI;ENERO;DOMINGO;07:00 A 07:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
GUAYAS;GUAYAQUIL;ENERO;DOMINGO;07:00 A 07:59;ATROPELLOS;OTRAS CAUSAS;URBANA;0;1;1
SANTA ELENA;SANTA ELENA;ENERO;DOMINGO;07:00 A 07:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
GUAYAS;GUAYAQUIL;ENERO;DOMINGO;07:00 A 07:59;ESTRELLAMIENTOS;EXCESO VELOCIDAD;URBANA;0;0;0
PICHINCHA;QUITO;ENERO;DOMINGO;07:00 A 07:59;CHOQUES;EXCESO VELOCIDAD;RURAL;0;0;0
GUAYAS;GUAYAQUIL;ENERO;DOMINGO;07:00 A 07:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
SANTA ELENA;SANTA ELENA;ENERO;DOMINGO;07:00 A 07:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;0;0
GUAYAS;GUAYAQUIL;ENERO;DOMINGO;07:00 A 07:59;ESTRELLAMIENTOS;EXCESO VELOCIDAD;URBANA;0;2;2
MANABÍ;PAJAN;ENERO;DOMINGO;08:00 A 08:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;5;5
IMBABURA;IBARRA;ENERO;DOMINGO;08:00 A 08:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;ENERO;DOMINGO;08:00 A 08:59;PÉRDIDA DE PISTA;EXCESO VELOCIDAD;RURAL;1;0;1
TUNGURAHUA;AMBATO;ENERO;DOMINGO;09:00 A 09:59;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA;RURAL;0;1;1
PICHINCHA;SAN MIGUEL DE LOS BANCOS;ENERO;DOMINGO;09:00 A 09:59;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
LOS RÍOS;VENTANAS;ENERO;DOMINGO;09:00 A 09:59;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN;URBANA;0;1;1
PICHINCHA;QUITO;ENERO;DOMINGO;09:00 A 09:59;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
MANABÍ;MANTA;ENERO;DOMINGO;09:00 A 09:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
COTOPAXI;SAQUISILI;ENERO;DOMINGO;09:00 A 09:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;2;2
GUAYAS;GUAYAQUIL;ENERO;DOMINGO;09:00 A 09:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;1;3;4
MANABÍ;MANTA;ENERO;DOMINGO;09:00 A 09:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
COTOPAXI;SAQUISILI;ENERO;DOMINGO;10:00 A 10:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;1;2;3
BOLÍVAR;CHIMBO;ENERO;DOMINGO;10:00 A 10:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;1;0;1
SUCUMBÍOS;SHUSHUFINDI;ENERO;DOMINGO;10:00 A 10:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
GUAYAS;PEDRO CARBO;ENERO;DOMINGO;11:00 A 11:59;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
GUAYAS;NARANJAL;ENERO;DOMINGO;11:00 A 11:59;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN;RURAL;0;1;1
PASTAZA;SANTA CLARA;ENERO;DOMINGO;12:00 A 12:59;ESTRELLAMIENTOS;OTRAS CAUSAS;RURAL;0;0;0
AZUAY;CUENCA;ENERO;DOMINGO;12:00 A 12:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;0;0
GUAYAS;EL TRIUNFO;ENERO;DOMINGO;12:00 A 12:59;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
GUAYAS;SAN JACINTO DE YAGUACHI;ENERO;DOMINGO;12:00 A 12:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
SANTA ELENA;SALINAS;ENERO;DOMINGO;12:00 A 12:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;2;2
GUAYAS;DAULE;ENERO;DOMINGO;13:00 A 13:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;2;2
MANABÍ;PORTOVIEJO;ENERO;DOMINGO;13:00 A 13:59;ESTRELLAMIENTOS;EXCESO VELOCIDAD;URBANA;0;0;0
IMBABURA;OTAVALO;ENERO;DOMINGO;13:00 A 13:59;CHOQUES;EMBRIAGUEZ O DROGA;RURAL;0;1;1
MANABÍ;ROCAFUERTE;ENERO;DOMINGO;13:00 A 13:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
MANABÍ;MONTECRISTI;ENERO;DOMINGO;14:00 A 14:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;0;0
PICHINCHA;QUITO;ENERO;DOMINGO;14:00 A 14:59;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS;URBANA;0;1;1
PICHINCHA;QUITO;ENERO;DOMINGO;14:00 A 14:59;CHOQUES;FACTORES CLIMÁTICOS;URBANA;0;1;1
LOJA;LOJA;ENERO;DOMINGO;15:00 A 15:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
PICHINCHA;QUITO;ENERO;DOMINGO;15:00 A 15:59;ESTRELLAMIENTOS;EXCESO VELOCIDAD;URBANA;0;0;0
GUAYAS;SIMON BOLIVAR;ENERO;DOMINGO;15:00 A 15:59;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN;RURAL;0;2;2
PICHINCHA;QUITO;ENERO;DOMINGO;15:00 A 15:59;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS;RURAL;0;0;0
PICHINCHA;QUITO;ENERO;DOMINGO;15:00 A 15:59;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS;URBANA;0;0;0
GUAYAS;EL EMPALME;ENERO;DOMINGO;16:00 A 16:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;4;4
IMBABURA;IBARRA;ENERO;DOMINGO;16:00 A 16:59;PÉRDIDA DE PISTA;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;1;0;1
CHIMBORAZO;COLTA;ENERO;DOMINGO;16:00 A 16:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
GUAYAS;GUAYAQUIL;ENERO;DOMINGO;16:00 A 16:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
SANTA ELENA;SANTA ELENA;ENERO;DOMINGO;16:00 A 16:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
SANTA ELENA;SANTA ELENA;ENERO;DOMINGO;16:00 A 16:59;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
GUAYAS;SAMBORONDON;ENERO;DOMINGO;17:00 A 17:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;1;1
PICHINCHA;MEJIA;ENERO;DOMINGO;17:00 A 17:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;4;4
GUAYAS;GUAYAQUIL;ENERO;DOMINGO;17:00 A 17:59;CHOQUES;EXCESO VELOCIDAD;URBANA;0;1;1
LOS RÍOS;QUEVEDO;ENERO;DOMINGO;17:00 A 17:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;1;1
SANTA ELENA;LA LIBERTAD;ENERO;DOMINGO;17:00 A 17:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
PICHINCHA;MEJIA;ENERO;DOMINGO;18:00 A 18:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
PICHINCHA;QUITO;ENERO;DOMINGO;18:00 A 18:59;CHOQUES;FACTORES CLIMÁTICOS;URBANA;0;0;0
GUAYAS;GUAYAQUIL;ENERO;DOMINGO;18:00 A 18:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
SANTA ELENA;SANTA ELENA;ENERO;DOMINGO;18:00 A 18:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
PICHINCHA;QUITO;ENERO;DOMINGO;18:00 A 18:59;CHOQUES;FACTORES CLIMÁTICOS;URBANA;0;1;1
GUAYAS;MILAGRO;ENERO;DOMINGO;18:00 A 18:59;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN;URBANA;0;1;1
LOS RÍOS;URDANETA;ENERO;DOMINGO;19:00 A 19:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;3;3
GUAYAS;SAN JACINTO DE YAGUACHI;ENERO;DOMINGO;19:00 A 19:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;1;0;1
SANTA ELENA;SANTA ELENA;ENERO;DOMINGO;19:00 A 19:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
SANTA ELENA;SALINAS;ENERO;DOMINGO;19:00 A 19:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
CHIMBORAZO;CUMANDA;ENERO;DOMINGO;19:00 A 19:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;2;2
GUAYAS;DAULE;ENERO;DOMINGO;19:00 A 19:59;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;3;3
LOJA;LOJA;ENERO;DOMINGO;20:00 A 20:59;CHOQUES;EMBRIAGUEZ O DROGA;RURAL;0;1;1
CHIMBORAZO;COLTA;ENERO;DOMINGO;20:00 A 20:59;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;1;0;1
PICHINCHA;QUITO;ENERO;DOMINGO;20:00 A 20:59;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA;URBANA;0;1;1
MANABÍ;MANTA;ENERO;DOMINGO;20:00 A 20:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;1;0;1
MANABÍ;MONTECRISTI;ENERO;DOMINGO;20:00 A 20:59;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
GUAYAS;SIMON BOLIVAR;ENERO;DOMINGO;20:00 A 20:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;3;3
GUAYAS;GUAYAQUIL;ENERO;DOMINGO;20:00 A 20:59;ESTRELLAMIENTOS;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;0;0
MANABÍ;ROCAFUERTE;ENERO;DOMINGO;21:00 A 21:59;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;2;2
PICHINCHA;QUITO;ENERO;DOMINGO;21:00 A 21:59;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS;URBANA;0;2;2
GUAYAS;MILAGRO;ENERO;DOMINGO;21:00 A 21:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;2;2
MANABÍ;PORTOVIEJO;ENERO;DOMINGO;21:00 A 21:59;CHOQUES;EXCESO VELOCIDAD;URBANA;1;2;3
AZUAY;GUALACEO;ENERO;DOMINGO;21:00 A 21:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;1;1
SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;ENERO;DOMINGO;21:00 A 21:59;ESTRELLAMIENTOS;EXCESO VELOCIDAD;URBANA;0;1;1
AZUAY;CUENCA;ENERO;DOMINGO;21:00 A 21:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;4;4
PICHINCHA;MEJIA;ENERO;DOMINGO;22:00 A 22:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
SANTA ELENA;SANTA ELENA;ENERO;DOMINGO;22:00 A 22:59;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN;RURAL;0;1;1
CHIMBORAZO;GUANO;ENERO;DOMINGO;22:00 A 22:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
GUAYAS;SAN JACINTO DE YAGUACHI;ENERO;DOMINGO;23:00 A 23:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;1;1
BOLÍVAR;SANTA ROSA DE AGUA CLARA;ENERO;DOMINGO;23:00 A 23:59;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN;RURAL;0;1;1
LOS RÍOS;QUEVEDO;ENERO;DOMINGO;23:00 A 23:59;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;2;2;4
GUAYAS;DAULE;ENERO;LUNES;00:00 A 00:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
PICHINCHA;QUITO;ENERO;LUNES;00:00 A 00:59;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
ESMERALDAS;QUININDE;ENERO;LUNES;00:00 A 00:59;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA;RURAL;1;0;1
GUAYAS;GUAYAQUIL;ENERO;LUNES;01:00 A 01:59;CHOQUES;EMBRIAGUEZ O DROGA;URBANA;0;0;0
LOS RÍOS;VENTANAS;ENERO;LUNES;01:00 A 01:59;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN;URBANA;0;1;1
TUNGURAHUA;AMBATO;ENERO;LUNES;01:00 A 01:59;CHOQUES;EMBRIAGUEZ O DROGA;URBANA;0;1;1
SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;ENERO;LUNES;02:00 A 02:59;ESTRELLAMIENTOS;EXCESO VELOCIDAD;URBANA;0;0;0
PICHINCHA;QUITO;ENERO;LUNES;02:00 A 02:59;PÉRDIDA DE PISTA;FACTORES CLIMÁTICOS;RURAL;0;2;2
GUAYAS;PEDRO CARBO;ENERO;LUNES;02:00 A 02:59;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN;RURAL;0;1;1
MANABÍ;JIPIJAPA;ENERO;LUNES;03:00 A 03:59;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN;RURAL;0;1;1
MANABÍ;CHONE;ENERO;LUNES;03:00 A 03:59;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;2;2
MANABÍ;MONTECRISTI;ENERO;LUNES;04:00 A 04:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;1;0;1
EL ORO;EL GUABO;ENERO;LUNES;05:00 A 05:59;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
GUAYAS;PLAYAS;ENERO;LUNES;06:00 A 06:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;2;2
GUAYAS;MILAGRO;ENERO;LUNES;06:00 A 06:59;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
TUNGURAHUA;AMBATO;ENERO;LUNES;07:00 A 07:59;CHOQUES;EXCESO VELOCIDAD;RURAL;1;0;1
GUAYAS;EL TRIUNFO;ENERO;LUNES;07:00 A 07:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
PICHINCHA;QUITO;ENERO;LUNES;08:00 A 08:59;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS;URBANA;0;0;0
GUAYAS;GUAYAQUIL;ENERO;LUNES;08:00 A 08:59;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA;URBANA;0;0;0
GUAYAS;PLAYAS;ENERO;LUNES;08:00 A 08:59;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN;RURAL;0;1;1
PICHINCHA;QUITO;ENERO;LUNES;09:00 A 09:59;ESTRELLAMIENTOS;EXCESO VELOCIDAD;URBANA;0;0;0
ORELLANA;ORELLANA;ENERO;LUNES;09:00 A 09:59;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
PICHINCHA;QUITO;ENERO;LUNES;09:00 A 09:59;ESTRELLAMIENTOS;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;1;1
GUAYAS;GUAYAQUIL;ENERO;LUNES;10:00 A 10:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;3;3
SANTA ELENA;LA LIBERTAD;ENERO;LUNES;10:00 A 10:59;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
MANABÍ;MANTA;ENERO;LUNES;10:00 A 10:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;2;0;2
CHIMBORAZO;RIOBAMBA;ENERO;LUNES;11:00 A 11:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;0;0
PICHINCHA;MEJIA;ENERO;LUNES;11:00 A 11:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;0;0
CHIMBORAZO;RIOBAMBA;ENERO;LUNES;11:00 A 11:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;0;0
AZUAY;CUENCA;ENERO;LUNES;11:00 A 11:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
GUAYAS;NARANJAL;ENERO;LUNES;12:00 A 12:59;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;2;2
GUAYAS;GUAYAQUIL;ENERO;LUNES;13:00 A 13:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
EL ORO;EL GUABO;ENERO;LUNES;14:00 A 14:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;1;0;1
AZUAY;CUENCA;ENERO;LUNES;16:00 A 16:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;5;5
CHIMBORAZO;RIOBAMBA;ENERO;LUNES;16:00 A 16:59;VOLCAMIENTOS;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;0;0
SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;ENERO;LUNES;18:00 A 18:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
AZUAY;CUENCA;ENERO;LUNES;18:00 A 18:59;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
CAÑAR;LA TRONCAL;ENERO;LUNES;19:00 A 19:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;3;3
EL ORO;MACHALA;ENERO;LUNES;19:00 A 19:59;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
LOS RÍOS;BABAHOYO;ENERO;LUNES;19:00 A 19:59;CAÍDA DE PASAJEROS;MAL ESTADO DE LA VÍA;RURAL;1;0;1
ZAMORA CHINCHIPE;ZAMORA;ENERO;LUNES;19:00 A 19:59;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;2;2
GUAYAS;GUAYAQUIL;ENERO;LUNES;19:00 A 19:59;ATROPELLOS;OTRAS CAUSAS;URBANA;0;1;1
PICHINCHA;QUITO;ENERO;LUNES;19:00 A 19:59;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
GUAYAS;MILAGRO;ENERO;LUNES;20:00 A 20:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;2;2
AZUAY;CUENCA;ENERO;LUNES;20:00 A 20:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;0;0
SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;ENERO;LUNES;20:00 A 20:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;1;1
