PROVINCIA;CANTÓN;MES;DIA;HORA;CLASE;CAUSA;ZONA;NUM_FALLECIDO;NUM_LESIONADO;TOTAL_VICTIMAS
CHIMBORAZO;RIOBAMBA;FEBRERO;MARTES;11:00 A 11:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;1;1
MANABÍ;MANTA;FEBRERO;MARTES;11:00 A 11:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;FEBRERO;MARTES;12:00 A 12:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
GUAYAS;GUAYAQUIL;FEBRERO;MARTES;12:00 A 12:59;VOLCAMIENTOS;MAL REBASAMIENTO INVADIR CARRIL;URBANA;0;0;0
SANTA ELENA;LA LIBERTAD;FEBRERO;MARTES;12:00 A 12:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;1;1
GUAYAS;SAN JACINTO DE YAGUACHI;FEBRERO;MARTES;12:00 A 12:59;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;1;0;1
LOS RÍOS;VENTANAS;FEBRERO;MARTES;12:00 A 12:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;2;2
GUAYAS;DURAN;FEBRERO;MARTES;13:00 A 13:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
GUAYAS;DURAN;FEBRERO;MARTES;13:00 A 13:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
GUAYAS;GUAYAQUIL;FEBRERO;MARTES;13:00 A 13:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;7;7
GUAYAS;GUAYAQUIL;FEBRERO;MARTES;14:00 A 14:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;2;2
GUAYAS;GUAYAQUIL;FEBRERO;MARTES;14:00 A 14:59;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL;URBANA;0;2;2
MANABÍ;PORTOVIEJO;FEBRERO;MARTES;15:00 A 15:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;0;0
PICHINCHA;QUITO;FEBRERO;MARTES;15:00 A 15:59;PÉRDIDA DE PISTA;EXCESO VELOCIDAD;RURAL;0;1;1
CAÑAR;CAÑAR;FEBRERO;MARTES;15:00 A 15:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;1;0;1
PICHINCHA;QUITO;FEBRERO;MARTES;15:00 A 15:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
GUAYAS;GUAYAQUIL;FEBRERO;MARTES;17:00 A 17:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;2;2
LOS RÍOS;VENTANAS;FEBRERO;MARTES;18:00 A 18:59;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
EL ORO;PASAJE;FEBRERO;MARTES;18:00 A 18:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;0;0
SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;FEBRERO;MARTES;19:00 A 19:59;ROZAMIENTOS;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;1;1
AZUAY;CUENCA;FEBRERO;MARTES;20:00 A 20:59;CHOQUES;EMBRIAGUEZ O DROGA;RURAL;0;0;0
GUAYAS;GUAYAQUIL;FEBRERO;MARTES;20:00 A 20:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
MANABÍ;PORTOVIEJO;FEBRERO;MARTES;20:00 A 20:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;1;1
MANABÍ;PORTOVIEJO;FEBRERO;MARTES;20:00 A 20:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;1;1
GUAYAS;GUAYAQUIL;FEBRERO;MARTES;20:00 A 20:59;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN;URBANA;1;0;1
PICHINCHA;QUITO;FEBRERO;MARTES;21:00 A 21:59;OTROS;IMPRUDENCIA  DEL PEATÓN;URBANA;1;0;1
PICHINCHA;QUITO;FEBRERO;MARTES;21:00 A 21:59;ESTRELLAMIENTOS;OTRAS CAUSAS;URBANA;0;3;3
MANABÍ;ROCAFUERTE;FEBRERO;MARTES;22:00 A 22:59;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN;RURAL;0;1;1
MANABÍ;JIPIJAPA;FEBRERO;MARTES;23:00 A 23:59;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
PICHINCHA;QUITO;FEBRERO;MARTES;23:00 A 23:59;CHOQUES;EMBRIAGUEZ O DROGA;URBANA;0;2;2
GUAYAS;SANTA LUCIA;FEBRERO;MIÉRCOLES;00:00 A 00:59;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
GUAYAS;GUAYAQUIL;FEBRERO;MIÉRCOLES;00:00 A 00:59;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
PICHINCHA;QUITO;FEBRERO;MIÉRCOLES;00:00 A 00:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
LOS RÍOS;BUENA FE;FEBRERO;MIÉRCOLES;01:00 A 01:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;5;5
GUAYAS;NARANJAL;FEBRERO;MIÉRCOLES;01:00 A 01:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
TUNGURAHUA;BAÑOS DE AGUA SANTA;FEBRERO;MIÉRCOLES;03:00 A 03:59;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL;RURAL;0;0;0
GUAYAS;BALAO;FEBRERO;MIÉRCOLES;06:00 A 06:59;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN;RURAL;0;1;1
AZUAY;CUENCA;FEBRERO;MIÉRCOLES;06:00 A 06:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
LOS RÍOS;BUENA FE;FEBRERO;MIÉRCOLES;07:00 A 07:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;1;1
PICHINCHA;QUITO;FEBRERO;MIÉRCOLES;07:00 A 07:59;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN;URBANA;0;1;1
SANTA ELENA;SANTA ELENA;FEBRERO;MIÉRCOLES;08:00 A 08:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;FEBRERO;MIÉRCOLES;08:00 A 08:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
GUAYAS;GUAYAQUIL;FEBRERO;MIÉRCOLES;08:00 A 08:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;1;1
MANABÍ;PORTOVIEJO;FEBRERO;MIÉRCOLES;08:00 A 08:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;0;0
GUAYAS;GUAYAQUIL;FEBRERO;MIÉRCOLES;09:00 A 09:59;ATROPELLOS;EXCESO VELOCIDAD;URBANA;0;1;1
GUAYAS;SAMBORONDON;FEBRERO;MIÉRCOLES;10:00 A 10:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;1;1
GUAYAS;MILAGRO;FEBRERO;MIÉRCOLES;10:00 A 10:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;3;3
PICHINCHA;RUMIÑAHUI;FEBRERO;MIÉRCOLES;10:00 A 10:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
LOS RÍOS;BABAHOYO;FEBRERO;MIÉRCOLES;11:00 A 11:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
LOS RÍOS;BABAHOYO;FEBRERO;MIÉRCOLES;11:00 A 11:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;1;3;4
GUAYAS;GUAYAQUIL;FEBRERO;MIÉRCOLES;11:00 A 11:59;ATROPELLOS;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;1;1
PICHINCHA;QUITO;FEBRERO;MIÉRCOLES;12:00 A 12:59;PÉRDIDA DE PISTA;MAL ESTADO DE LA VÍA;RURAL;0;0;0
ESMERALDAS;ESMERALDAS;FEBRERO;MIÉRCOLES;12:00 A 12:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;2;2
LOS RÍOS;MONTALVO;FEBRERO;MIÉRCOLES;13:00 A 13:59;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
PICHINCHA;MEJIA;FEBRERO;MIÉRCOLES;13:00 A 13:59;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
GUAYAS;GUAYAQUIL;FEBRERO;MIÉRCOLES;13:00 A 13:59;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;2;2
GUAYAS;DURAN;FEBRERO;MIÉRCOLES;13:00 A 13:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
PICHINCHA;QUITO;FEBRERO;MIÉRCOLES;14:00 A 14:59;OTROS;EXCESO VELOCIDAD;URBANA;0;0;0
CAÑAR;CAÑAR;FEBRERO;MIÉRCOLES;14:00 A 14:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;1;0;1
GUAYAS;DURAN;FEBRERO;MIÉRCOLES;14:00 A 14:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;0;0
GUAYAS;DURAN;FEBRERO;MIÉRCOLES;14:00 A 14:59;CHOQUES;MAL ESTADO DE LA VÍA;URBANA;0;1;1
GUAYAS;GUAYAQUIL;FEBRERO;MIÉRCOLES;15:00 A 15:59;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL;URBANA;0;2;2
PICHINCHA;RUMIÑAHUI;FEBRERO;MIÉRCOLES;15:00 A 15:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
CHIMBORAZO;RIOBAMBA;FEBRERO;MIÉRCOLES;15:00 A 15:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;1;1
SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;FEBRERO;MIÉRCOLES;15:00 A 15:59;ROZAMIENTOS;MAL REBASAMIENTO INVADIR CARRIL;URBANA;0;0;0
LOS RÍOS;PUEBLOVIEJO;FEBRERO;MIÉRCOLES;15:00 A 15:59;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
PICHINCHA;RUMIÑAHUI;FEBRERO;MIÉRCOLES;15:00 A 15:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
GUAYAS;GUAYAQUIL;FEBRERO;MIÉRCOLES;15:00 A 15:59;ESTRELLAMIENTOS;EXCESO VELOCIDAD;URBANA;0;0;0
PICHINCHA;QUITO;FEBRERO;MIÉRCOLES;16:00 A 16:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
PICHINCHA;QUITO;FEBRERO;MIÉRCOLES;17:00 A 17:59;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN;URBANA;0;1;1
SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;FEBRERO;MIÉRCOLES;17:00 A 17:59;CHOQUES;EXCESO VELOCIDAD;URBANA;0;0;0
CHIMBORAZO;RIOBAMBA;FEBRERO;MIÉRCOLES;17:00 A 17:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;1;1
GUAYAS;GUAYAQUIL;FEBRERO;MIÉRCOLES;18:00 A 18:59;ATROPELLOS;FACTORES CLIMÁTICOS;URBANA;0;1;1
GUAYAS;GUAYAQUIL;FEBRERO;MIÉRCOLES;18:00 A 18:59;PÉRDIDA DE PISTA;EXCESO VELOCIDAD;URBANA;0;1;1
MANABÍ;PORTOVIEJO;FEBRERO;MIÉRCOLES;19:00 A 19:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;3;3
AZUAY;SANTA ISABEL;FEBRERO;MIÉRCOLES;19:00 A 19:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;1;1
PICHINCHA;MEJIA;FEBRERO;MIÉRCOLES;19:00 A 19:59;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
TUNGURAHUA;AMBATO;FEBRERO;MIÉRCOLES;19:00 A 19:59;CHOQUES;EXCESO VELOCIDAD;URBANA;0;1;1
SANTA ELENA;SANTA ELENA;FEBRERO;MIÉRCOLES;19:00 A 19:59;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
GUAYAS;GUAYAQUIL;FEBRERO;MIÉRCOLES;20:00 A 20:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;1;1
GUAYAS;GUAYAQUIL;FEBRERO;MIÉRCOLES;21:00 A 21:59;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN;URBANA;0;1;1
GUAYAS;GUAYAQUIL;FEBRERO;MIÉRCOLES;21:00 A 21:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
GUAYAS;GUAYAQUIL;FEBRERO;MIÉRCOLES;21:00 A 21:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;3;3
GUAYAS;GUAYAQUIL;FEBRERO;MIÉRCOLES;21:00 A 21:59;PÉRDIDA DE PISTA;FACTORES CLIMÁTICOS;URBANA;0;1;1
EL ORO;EL GUABO;FEBRERO;MIÉRCOLES;21:00 A 21:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
GUAYAS;DURAN;FEBRERO;MIÉRCOLES;22:00 A 22:59;CHOQUES;FACTORES CLIMÁTICOS;URBANA;0;0;0
GUAYAS;GUAYAQUIL;FEBRERO;MIÉRCOLES;23:00 A 23:59;ATROPELLOS;MAL ESTADO DE LA VÍA;URBANA;0;1;1
SANTA ELENA;SANTA ELENA;FEBRERO;MIÉRCOLES;23:00 A 23:59;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
SANTA ELENA;SALINAS;FEBRERO;JUEVES;00:00 A 00:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;1;1
GUAYAS;DAULE;FEBRERO;JUEVES;00:00 A 00:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;0;0
SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;FEBRERO;JUEVES;00:00 A 00:59;CHOQUES;EMBRIAGUEZ O DROGA;URBANA;0;0;0
GUAYAS;GUAYAQUIL;FEBRERO;JUEVES;00:00 A 00:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;2;2
PICHINCHA;QUITO;FEBRERO;JUEVES;02:00 A 02:59;ATROPELLOS;EMBRIAGUEZ O DROGA;URBANA;1;1;2
GUAYAS;GUAYAQUIL;FEBRERO;JUEVES;03:00 A 03:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
SANTA ELENA;SANTA ELENA;FEBRERO;JUEVES;04:00 A 04:59;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
PICHINCHA;QUITO;FEBRERO;JUEVES;05:00 A 05:59;PÉRDIDA DE PISTA;DAÑOS MECÁNICOS;RURAL;0;1;1
IMBABURA;IBARRA;FEBRERO;JUEVES;06:00 A 06:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
PICHINCHA;QUITO;FEBRERO;JUEVES;07:00 A 07:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
GUAYAS;GUAYAQUIL;FEBRERO;JUEVES;07:00 A 07:59;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL;URBANA;0;1;1
GUAYAS;GUAYAQUIL;FEBRERO;JUEVES;07:00 A 07:59;ATROPELLOS;FACTORES CLIMÁTICOS;URBANA;0;1;1
GUAYAS;DURAN;FEBRERO;JUEVES;07:00 A 07:59;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL;URBANA;0;0;0
GUAYAS;GUAYAQUIL;FEBRERO;JUEVES;07:00 A 07:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;2;2
ESMERALDAS;ESMERALDAS;FEBRERO;JUEVES;08:00 A 08:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;3;3
GUAYAS;GUAYAQUIL;FEBRERO;JUEVES;08:00 A 08:59;VOLCAMIENTOS;EXCESO VELOCIDAD;URBANA;0;0;0
PICHINCHA;MEJIA;FEBRERO;JUEVES;08:00 A 08:59;OTROS;OTRAS CAUSAS;RURAL;0;0;0
GUAYAS;ALFREDO BAQUERIZO MORENO;FEBRERO;JUEVES;09:00 A 09:59;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
GUAYAS;GUAYAQUIL;FEBRERO;JUEVES;10:00 A 10:59;VOLCAMIENTOS;EXCESO VELOCIDAD;URBANA;0;1;1
GUAYAS;GUAYAQUIL;FEBRERO;JUEVES;10:00 A 10:59;VOLCAMIENTOS;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;1;1
AZUAY;CUENCA;FEBRERO;JUEVES;10:00 A 10:59;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
GUAYAS;BALAO;FEBRERO;JUEVES;10:00 A 10:59;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN;RURAL;0;2;2
EL ORO;MACHALA;FEBRERO;JUEVES;10:00 A 10:59;ATROPELLOS;MAL ESTADO DE LA VÍA;URBANA;0;1;1
GUAYAS;DURAN;FEBRERO;JUEVES;10:00 A 10:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
GUAYAS;GUAYAQUIL;FEBRERO;JUEVES;11:00 A 11:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;1;1
LOS RÍOS;BABAHOYO;FEBRERO;JUEVES;11:00 A 11:59;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL;RURAL;1;0;1
GUAYAS;GUAYAQUIL;FEBRERO;JUEVES;11:00 A 11:59;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN;URBANA;0;2;2
GUAYAS;MILAGRO;FEBRERO;JUEVES;12:00 A 12:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;1;1
PICHINCHA;QUITO;FEBRERO;JUEVES;12:00 A 12:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
GUAYAS;GUAYAQUIL;FEBRERO;JUEVES;12:00 A 12:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;FEBRERO;JUEVES;13:00 A 13:59;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL;URBANA;0;3;3
LOJA;LOJA;FEBRERO;JUEVES;13:00 A 13:59;OTROS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
PICHINCHA;QUITO;FEBRERO;JUEVES;14:00 A 14:59;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN;URBANA;0;1;1
PICHINCHA;QUITO;FEBRERO;JUEVES;14:00 A 14:59;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN;RURAL;0;1;1
GUAYAS;GUAYAQUIL;FEBRERO;JUEVES;15:00 A 15:59;CHOQUES;EXCESO VELOCIDAD;URBANA;0;0;0
AZUAY;CUENCA;FEBRERO;JUEVES;15:00 A 15:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
GUAYAS;DAULE;FEBRERO;JUEVES;15:00 A 15:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;1;1
PICHINCHA;QUITO;FEBRERO;JUEVES;15:00 A 15:59;CHOQUES;EMBRIAGUEZ O DROGA;URBANA;0;1;1
GUAYAS;GUAYAQUIL;FEBRERO;JUEVES;15:00 A 15:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
GUAYAS;GUAYAQUIL;FEBRERO;JUEVES;16:00 A 16:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;2;2
SANTA ELENA;SANTA ELENA;FEBRERO;JUEVES;19:00 A 19:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;2;2
GUAYAS;LOMAS DE SARGENTILLO;FEBRERO;JUEVES;20:00 A 20:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
GUAYAS;GUAYAQUIL;FEBRERO;JUEVES;20:00 A 20:59;ESTRELLAMIENTOS;MAL ESTADO DE LA VÍA;URBANA;0;0;0
GUAYAS;GUAYAQUIL;FEBRERO;JUEVES;20:00 A 20:59;CHOQUES;FACTORES CLIMÁTICOS;URBANA;0;2;2
GUAYAS;BALZAR;FEBRERO;JUEVES;20:00 A 20:59;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN;RURAL;0;1;1
SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;FEBRERO;JUEVES;21:00 A 21:59;CHOQUES;EMBRIAGUEZ O DROGA;URBANA;0;1;1
GUAYAS;DAULE;FEBRERO;JUEVES;22:00 A 22:59;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
EL ORO;MACHALA;FEBRERO;JUEVES;22:00 A 22:59;ROZAMIENTOS;EMBRIAGUEZ O DROGA;URBANA;0;6;6
EL ORO;EL GUABO;FEBRERO;JUEVES;22:00 A 22:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;2;2
AZUAY;CUENCA;FEBRERO;JUEVES;22:00 A 22:59;CHOQUES;EMBRIAGUEZ O DROGA;URBANA;0;1;1
EL ORO;MACHALA;FEBRERO;JUEVES;22:00 A 22:59;CHOQUES;EXCESO VELOCIDAD;URBANA;0;3;3
GUAYAS;GUAYAQUIL;FEBRERO;JUEVES;23:00 A 23:59;PÉRDIDA DE PISTA;FACTORES CLIMÁTICOS;URBANA;0;0;0
PICHINCHA;QUITO;FEBRERO;VIERNES;00:00 A 00:59;ESTRELLAMIENTOS;EXCESO VELOCIDAD;RURAL;0;0;0
GUAYAS;GUAYAQUIL;FEBRERO;VIERNES;02:00 A 02:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;1;1
GUAYAS;MILAGRO;FEBRERO;VIERNES;04:00 A 04:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
LOJA;LOJA;FEBRERO;VIERNES;04:00 A 04:59;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA;URBANA;0;0;0
GUAYAS;NARANJAL;FEBRERO;VIERNES;05:00 A 05:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;0;0
GUAYAS;GUAYAQUIL;FEBRERO;VIERNES;06:00 A 06:59;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
LOS RÍOS;BABAHOYO;FEBRERO;VIERNES;06:00 A 06:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;2;2
LOS RÍOS;BUENA FE;FEBRERO;VIERNES;07:00 A 07:59;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
ESMERALDAS;ESMERALDAS;FEBRERO;VIERNES;07:00 A 07:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
PICHINCHA;QUITO;FEBRERO;VIERNES;07:00 A 07:59;ATROPELLOS;EXCESO VELOCIDAD;URBANA;1;1;2
TUNGURAHUA;AMBATO;FEBRERO;VIERNES;07:00 A 07:59;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
GUAYAS;GUAYAQUIL;FEBRERO;VIERNES;07:00 A 07:59;ATROPELLOS;OTRAS CAUSAS;URBANA;0;1;1
PICHINCHA;QUITO;FEBRERO;VIERNES;08:00 A 08:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
IMBABURA;OTAVALO;FEBRERO;VIERNES;08:00 A 08:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;1;1;2
GUAYAS;DURAN;FEBRERO;VIERNES;08:00 A 08:59;OTROS;MAL REBASAMIENTO INVADIR CARRIL;URBANA;0;1;1
PICHINCHA;QUITO;FEBRERO;VIERNES;10:00 A 10:59;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
GUAYAS;COLIMES;FEBRERO;VIERNES;11:00 A 11:59;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;RURAL;0;1;1
AZUAY;CUENCA;FEBRERO;VIERNES;11:00 A 11:59;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;1;1
PICHINCHA;QUITO;FEBRERO;VIERNES;11:00 A 11:59;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
PICHINCHA;PEDRO MONCAYO;FEBRERO;VIERNES;11:00 A 11:59;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;RURAL;0;0;0
EL ORO;MACHALA;FEBRERO;VIERNES;11:00 A 11:59;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;URBANA;0;0;0
PICHINCHA;QUITO;FEBRERO;VIERNES;11:00 A 11:59;OTROS;NO RESPETA LAS SEÑALES DE TRÁNSITO;URBANA;0;9;9
